Wall time,Step,Value
1607665444.365084,11000,0.08275280892848969
1607665451.3018649,12000,0.0869390070438385
1607665459.229593,13000,0.07921557873487473
1607665467.568053,14000,0.07871726155281067
1607665475.166404,15000,0.08574320375919342
1607665482.93311,16000,0.08838440477848053
1607665491.168361,17000,0.18913321197032928
1607665499.4558651,18000,0.2653789818286896
1607665507.7859042,19000,0.1801287978887558
1607665515.923715,20000,0.13501402735710144
1607665524.896797,21000,0.17876985669136047
1607665533.343957,22000,-0.0109874801710248
1607665542.081444,23000,-0.34204742312431335
1607665550.9051552,24000,-0.3966416120529175
1607665559.162014,25000,-0.3919186592102051
1607665567.799787,26000,-0.4931861460208893
1607665576.218372,27000,-0.41016316413879395
1607665584.8201861,28000,-0.39966467022895813
1607665594.023298,29000,-0.5120700001716614
1607665602.7556129,30000,-0.6177307963371277
1607665612.2036989,31000,-0.5206076502799988
1607665620.9198961,32000,-0.5316628813743591
1607665629.39956,33000,-0.5440723896026611
1607665637.869059,34000,-0.573573648929596
1607665645.8526,35000,-0.6099452972412109
1607665654.331743,36000,-0.5916387438774109
1607665662.6717691,37000,-0.7655218243598938
1607665670.762888,38000,-0.5418432354927063
1607665679.9102411,39000,-0.5531398057937622
1607665688.35477,40000,-0.7537229657173157
1607665697.931346,41000,-0.31366097927093506
1607665706.63636,42000,-0.2456769198179245
1607665715.8613381,43000,-0.5615793466567993
1607665725.3367832,44000,-0.4217343330383301
1607665733.989175,45000,-0.20562595129013062
1607665744.364768,46000,-0.3681504428386688
1607665753.835757,47000,-0.3923972249031067
1607665763.253983,48000,0.07561212033033371
1607665773.2031481,49000,-0.308247834444046
1607665782.758383,50000,-0.7100579738616943
1607665792.726764,51000,-1.010888934135437
1607665802.429635,52000,-0.9871128797531128
1607665812.611507,53000,0.6254889369010925
1607665821.926341,54000,-0.8968409895896912
1607665832.040805,55000,-0.5921703577041626
1607665841.0943549,56000,-1.0337213277816772
1607665850.488331,57000,-1.0840258598327637
1607665859.517683,58000,-1.00738525390625
1607665869.0160499,59000,-1.5893124341964722
1607665878.8858318,60000,-0.8710521459579468
1607665887.9887528,61000,-1.5196024179458618
1607665898.036767,62000,-0.75995934009552
1607665906.794782,63000,-1.493497610092163
1607665916.367627,64000,-1.6445142030715942
1607665925.234218,65000,0.38265126943588257
1607665934.7841642,66000,-0.5166500806808472
1607665945.204056,67000,-0.87233567237854
1607665955.941298,68000,-1.2256063222885132
1607665965.7019641,69000,0.42943888902664185
1607665974.9519308,70000,-1.4972305297851562
1607665984.756667,71000,-0.22436001896858215
1607665993.604735,72000,0.3670620024204254
1607666003.3366358,73000,1.7592535018920898
